Unnamed: 0,individual,alias
8,1,tắm
13,2,tam
85,4,nhà tắm
91,5,nha tam
100,3,nha tắm
179,12,nhà tam
194,8,chỗ tắm
240,20,cho tam
332,22,cho tắm
395,6,chỗ tam
1802,10,phòng tắm
2613,7,phong tam
4564,30,phòng tam
6083,19,phong tắm
6178,9,p tắm
7606,13,p tam
