Unnamed: 0,individual,alias
231,2,ban công
459,1,ban cong
481,3,có mấy ban công
1591,5,co may ban cong
1949,4,bao nhiêu ban công
3172,13,bao nhieu ban cong
4658,15,được mấy ban công
7206,2107,duoc may ban cong
7217,6,có ban công không
