Unnamed: 0,individual,alias
1,1.0,trệt
11,2.0,tret
152,3.0,
568,9.0,
813,4.0,
1645,6.0,
1850,7.0,
4704,5.0,
5460,85.0,
7332,8.0,
8234,147.0,
