Unnamed: 0,individual,alias
3570,dai hoc quoc gia 245,
3571,"the infiniti, keppel land quan",
3572,phuc an city,
3573,ha do,
3574,"shophouse, regal maison phu yen, regal maison",
3575,phu my vph,
3577,riverside residence phu my hung quan,
3578,scenic valley phu my hung quan,
3581,"lancaster ho chi minh, lancaster, lancaster eden villas, lancaster luminaire, residence club",
3591,xi grand court quan,
3592,lotus residence,
3601,dong hung 1,
3602,"an suong, dat gia garden",
3603,"jamona heights quan, jamona golden silk",
3612,dang xa,
3613,"trung hoa nhan chinh, ct1 vimeco",
3614,minh nhua,
3619,hola town 1,
3620,"hoa lac, da gao",
3623,"tan an, vin ha long xanh",
3626,the peak midtown,
3627,the icon - swanpark,
3632,the morning star,
3633,"diamond island, kim cuong",
3636,centa sg,
3652,q7 saigon riverside,
3662,"hoa binh, casa del rio hoa binh",
3672,vinhomes metropolis,
3680,dia oc my gia q,
3683,athena fulland tay nam kim giang,
3686,mega royal city,
3706,do thi moi binh duong,
3707,blue diamond,
3713,ht pearl,
3714,"gem sky world long thanh, dat, xanh care",
3715,"chuyen lakeview city, lakeview city",
3716,"loc an bs, tdc bs",
3717,ql1a,
3718,nhan hoa,
3720,ocean dunes phan thiet,
3726,hong tien pho yen,
3737,gia phat,
3738,thang long central city,
3752,green field 686,
3757,lakeside palace,
3758,"phu my hung, the antonia",
3759,diamond lotus riverside,
3763,hoang nguyen gia phat house,
3764,"new galaxy, bitexco, landmark",
3765,trang an complex,
3766,an thuan,
3768,"bien hoa universe complex, sai gon mia, universe complex",
3773,sky view chanh nghia,
3787,danko avenue song cong,
3800,"hnt son tay, son tay",
3802,vinhomes ham nghi,
3817,compound,
3818,an thuong 1,
3825,nam viet,
3838,river panaroma quan,
3840,sunview town,
3841,"ecopark, the landmark",
3843,tecco tham luong,
3845,the art gia hoa,
3846,golden center city 2,
3849,lumiere east 1,
3850,green field,
3867,"harmona truong cong dinh, bau cat",
3870,van minh,
3875,cityland garden hills,
3892,mipex,
3895,an thien ly,
3898,new galaxy,
3903,phuc dat,
3911,topaz twins,
3919,"dream home luxury, dreamhome luxury",
3925,phuong dong van don,
3927,sun ancora luong yen,
3938,lideco hoai duc,
3939,danko city,
3941,centa city bac ninh,
3946,"binh chieu, tdh riverview phuong binh chieu",
3947,terra rosa,
3952,an thoi phu quoc,
3956,vinhomes gadernia,
3957,the rivana,
3959,"kdt my dinh 1, my dinh 1",
3960,paragrus cam ranh toa lac,
3968,"dien nam dien ngoc, ha my, rosa luxury villas bac hoi an, rosa luxury villas",
3976,binh duc,
3993,cienco 5 me linh,
3995,phu do le quang dao,
3996,tecco diamond,
3999,"phu my hung, green valley",
4001,"phu my hung, midtown",
4002,midtown phu my hung,
4003,lideco bac quoc,
4004,"biet, lideco",
4017,the flemington,
4018,melody tan phu,
4019,tam duc tin,
4022,sky center,
4024,"ocean park, palivion, palivion premium, palivion premium t",
4032,the song,
4034,amber court,
4035,"akari, 2",
4041,the zenpark,
4044,"ciputra ha noi, sunshine golden river, ciputra",
4046,"the ambi, stella mega city",
4047,"maia quy nhon resort, maia quy nhon beach resort, the ocean villas quy nhon, maia fusion resort",
4060,homyland riverside,
4063,mega city 2,
4065,"maia quy nhon beach resort, villa, garden",
4067,richstar - novaland,
4069,bonanza duy tan,
4070,"landmark 81, bitexco, imperia an phu",
4071,"vinpearl, the guide awards, vinpearl bai dai",
4073,"goldsand hill villa, nova hill, goldsand hill villa mui ne",
4080,"trung son can, saigon mia",
4083,"long hung, bien hoa new city",
4086,charm sapphire,
4087,wyndham soleil da nang,
4090,van phat hung,
4092,"thao dien, masteri thao dien",
4100,binh tuan hp,
4104,le roi soleil,
4121,estella,
4123,khe 1,
4124,"cam dinh, sunshine heritage resort",
4127,green river,
4138,thao dien,
4140,blue diamond riverside,
4141,thong nhat complex,
4144,viet phat south city,
4149,florence,
4152,"van don, sonasea van don harbor city",
4155,an hung,
4156,"binh chieu 2, tdh riverview",
4161,himlam,
4175,stc long thanh,
4179,the gold view,
4183,"my khe, khe angkora park",
4184,phu cat,
4189,mega city,
4191,"mau, west gate",
4196,swanbay zone,
4198,roman plaza,
4201,shophoues geleximco le trong tan,
4203,my phuoc 3,
4204,my phuoc 4 ben cat,
4217,bo ke,
4225,vinpearl phu quoc,
4227,giang bien,
4233,"ho sen, ho sen a 51",
4235,"cam dinh phuc tho, cam dinh - phuc tho",
4236,hoa hau phuong dong green park,
4238,xuat nhap khau tong hop 2,
4240,hoa vang lucky land,
4244,"the diamond city, compound",
4246,ad3,
4258,"hoang huy mall, hoang huy mall 2",
4261,shophouse sun europe,
4265,hud trau cau garden,
4268,flamingo hai tien,
4270,tan uyen central point,
4271,"dao, dao hoa sen nha trang, lotus island, lotus island nha trang, dao hoa sen",
4278,sinh thai cam dinh,
4280,shophouse vinhomes ocean park,
4284,vinhomes symphony,
4286,harmony,
4292,"ht pearl, landmark",
4294,megacity,
4295,hateco apollo xuan phuong,
4302,"carillon 1, carillon apartment",
4304,vinhomes ocean park gia lam ha,
4308,hon sen vinh hoa,
4309,an gia star,
4310,tan duc,
4313,hinode royal park,
4314,goldmark,
4315,hc golden city,
4349,bcons plaza,
4366,melody,
4368,ixora ho tram,
4371,sai gon coop,
4373,jamila,
4374,celadon city emerald,
4377,tay nam,
4383,the sang residence,
4385,"mat bien, sun marina plaza, sun grand city marina, sun grand marina town",
4389,cam lam,
4391,"nam, nam thanh trung",
4394,ori garden,
4395,"city, bitexco, masteri thao dien",
4397,"the manor me tri, golden palace me tri",
4398,sudico my dinh song da,
4399,"the pegasuite, the pegasuite mt ta quang buu",
4402,"vinh diem trung, ct3",
4407,ehome s phu huu,
4417,phuoc long,
4427,"mizuki nam long, mizuki park",
4429,"keppel land, riveria",
4438,the ascent thao dien,
4447,"my kim 2, phu my hung, canh doi",
4448,"canh doi phu my hung, my hung, phu my hung",
4450,"chateau phu my hung, compound",
4455,my quang,
4464,"midtown phu my hung, midtown, the signature, the grande, the peak, the symphony",
4465,"the grand ho tram, korea infrastructure company limited, tuan chau",
4466,saigon south residence,
4467,my khe angkora park,
4469,king bay,
4470,do centrosa q,
4471,"ca cam phu my hung, everrich 3, block cc sunshine city",
4473,phu my an,
4475,"lovera vista, phong phu 4",
4487,"lan anh 1 lan anh 2, lan anh 5, lan anh 1",
4509,"kien cuong, dai phuc green villas, intresco",
4510,cantavil hoan cau,
4516,lan anh 1,
4518,"bau cat 2, bau cat 1",
4531,la carte,
4542,"the link, ciputra",
4550,khu nha o quoc hoi,
4555,sun square,
4558,"khai son hill, quy",
4566,khu ban co cam duc,
4577,"phu my hung, sai gon mia",
4579,the western capital,
4585,hoi xuong,
4586,ninh hung,
4587,"novaland, galaxy 9",
4592,song hong,
4596,phung chi kien,
4597,"the peak, midtown",
4603,kosmo tay ho,
4605,"meyhomes capital, phu quoc",
4611,binh thuan,
4613,lac son,
4620,chi dong vinaconex 9,
4624,t&t pho noi,
4626,"the empire la, vinhomes ocean park the empire, the empire, vinhome ocean park 2, vinhomes ocean park, royal wave, vinhomes ocean park 2",
4632,merry land quy nhon,
4635,lovera premier,
4636,ninh xuan ninh hoa,
4641,full tho vinh trung,
4645,anh tuan green riverside,
4647,ninh son-ninh hoa,
4648,"dragon, phoenix",
4649,van gia,
4652,docklands,
4658,"iris garden, ct1b, ct3, ct1a",
4661,river gate,
4665,kingston residence,
4667,celadon,
4670,kcn vinh loc,
4671,udic westlake,
4681,hoa binh green city,
4687,shopvilla,
4692,imperia garden,
4693,my gia,
4699,mipec xuan thuy,
4702,the sol city,
4709,"vinhomes green bay, thach thao",
4710,nam phuc,
4712,la casa,
4717,"pg an dong, pg an dong hai phong, pg",
4723,lu khau,
4726,phong chau tdc dat lanh,
4729,galaxy 9,
4730,3 tien hai thai binh,
4732,"ba hom tan tao a, 1, ly chieu hoang an",
4733,thien ma,
4741,viet phu garden,
4745,t&t -,
4747,samsora riverside,
4748,star village,
4749,"central hill, thang loi central hill",
4754,anh tuan,
4757,rach tom,
4759,dg 04,
4763,"san ho, kinh do anh sang, the empire, vinhomes hung yen, hai au, vinhomes ocean park 2",
4770,trung hoa nhan chinh,
4773,nga,
4778,phu an nam 2,
4785,song than 2,
4788,91b,
4793,"skybay suite, skybay, a la carte ha long bay",
4797,xuan kaitona,
4807,long thinh phu thu,
4811,shophouse himlam,
4812,gold view,
4814,ngoc khanh plaza,
4815,officetel river gate,
4828,tnr uong bi,
4834,ttt,
4837,don lap,
4839,"becamex binh phuoc, becamex chon thanh",
4842,"king crown infinity, apollo",
4843,hpc landmark 105,
4847,phuoc van phong bay,
4854,"bitexco, galaxy 9",
4865,"cityland park hills, cityland",
4866,suoi son,
4867,"tran khat chan, mini tran khat chan",
4869,regal maison,
4870,"phong lan, vincity tp thanh hoa, vincity",
4876,garden riverside,
4879,phuoc 3,
4885,"ciputra, lap",
4887,thuy xuong,
4889,bt7 viet hung long bien,
4890,complex ha dong,
4898,tan do,
4905,tdc dap tam ky,
4906,ct7 duong noi,
4909,"ho tram strip, ixora ho tram by fusion",
4912,stars yen bai city,
4914,new city thu thiem,
4918,"sonasea van don, villas wynham 2",
4922,an phu center,
4925,phuoc dong can duoc,
4927,"golden bay, hot golden bay 1",
4928,"xuan kaitona, my phuoc 3",
4933,"century city, century",
4941,hoa binh - centre,
4943,lideco,
4960,le thanh a,
4961,green dragon city,
4962,euro vilage 2,
4965,cienco 5,
4982,seasons avenue,
4990,huy hoang,
4994,"phu my hung, block cc sunshine city",
4996,"vinpearl, vinpearl golf land nha trang",
4999,hqc plaza,
5003,west bay,
5005,1,
5007,"novaland san, orchard park view",
5015,"casa del rio, casa hoa binh",
5024,30,
5031,botanica premier,
5035,dhqg,
5039,happy one,
5040,an phu shop villa,
5041,"tay ho tay, xuan la tay ho",
5056,"phuoc 1, my phuoc 4",
5065,q7 boulevard,
5068,xuyen a,
5070,"sunrise city, landmark, sunrise city view",
5076,ven bien,
5080,the botanica - novaland,
5087,hoa binh green,
5092,ecolife to huu,
5098,kenh 1,
5107,"avenue, villa avenue van tri",
5109,astral city,
5111,officetel,
5115,"meyhomes capital phu quoc, crystal city, shophouse premium",
5135,sala sarimi,
5137,khai son ngoc thuy,
5144,la casta van phu tower,
5148,"an phu an khanh, thu",
5150,"lynn time, lynntime, hotel, shophouse, aurora",
5162,richland city,
5163,gia dinh,
5170,green park duong dinh nghe,
5173,"central park, phuc hai",
5178,"doi nghe sy, doi tien phuong chuong my",
5179,picity high park,
5185,"quy nhon melody, flamenco tower, tropical tower, melody quy nhon",
5190,rose town,
5192,"ciputra, duplex udic westlake",
5194,"lakeview view city, lakeview city",
5200,cityland riverside,
5203,hinode city,
5212,"the aston luxury residence, sky villa, the aston",
5219,"scenic valley 1, phu my hung",
5223,giong ao,
5226,iris garden,
5230,vuon hong,
5232,"him lam vinh tuy, khu nha o him lam vinh tuy",
5238,van cu,
5243,hnt son tay,
5247,osaka,
5249,"the danube, the sava, park, the rivus, the seine 5pn, the rivus - gated design villas by elie saab",
5253,bim -,
5254,"gia hoa, khang dien",
5262,"trung minh, in 1, casa del rio",
5266,"cantavil an phu, cantavil premier",
5279,quan,
5280,lh em duy tu,
5287,gia,
5291,"casimia hoi an, casamia hoi an, casamia tp hoi an, montgomerie links, vong nhi",
5292,an ha,
5293,hoa lac premier,
5297,my tho riverside,
5299,one world,
5300,"ho tram, sanctuary ho tram",
5302,ciputra ha noi,
5307,icon 56,
5312,"la casta van phu, la casta",
5315,"vinhomes d "" capitle tran duy hung",
5323,"habitat binh duong, habitat, sembcorp gateway",
5326,lam ha,
5330,tnr,
5337,"the habitat binh duong, the habitat",
5338,ario park view,
5353,bau tram 3,
5356,nghia do,
5367,giao luu,
5371,prosper,
5379,bay,
5381,"udic westlake tay ho, ciputra",
5382,"xuan hoi seaside, xuan hoi",
5384,haruka - midori park,
5393,phu hong thinh 10,
5401,tho cu,
5403,cu xa lu gia,
5407,hoan cau - eco green,
5421,kosy song cong,
5427,cu dong thanh son,
5430,ch era town duc khai,
5431,goldsand hill,
5436,"la queenara hoi an, the peal hoi an",
5438,"phu my hung, scenic valley",
5439,"flc dai mo, thang long city dai mo",
5444,"phu my hung, riverpark residence",
5446,ocean park binh thuan,
5447,"hotline phong kinh doanh, ecoxuan lai thieu, shophouse",
5454,bao son green pearl,
5455,tu hiep,
5461,"nha o, an phu eco city, o, an phu eco city can tho",
5486,vinhomes,
5491,la queenara,
5493,camellia,
5498,florence my dinh,
5501,tara residence,
5502,"lakeside palace, da nang",
5503,happy home,
5505,sadora,
5508,"nam long nhu akari, akari city, nam long",
5509,phuc an,
5510,"belhomes hai phong, belhomes",
5511,"tnr dong mai quang ninh, xanh quang ninh",
5512,nhon trach,
5513,ben cui,
5516,era town,
5517,"ha long marina, aqua city ha long",
5519,"gold view, goldview",
5520,ha do nguyen van cong,
5528,"sunshine city, ciputra",
5539,vinhome smart city,
5540,orchard garden novaland,
5541,aquacity,
5543,"phuong dong green home, greenhomes",
5545,"phu xuan, cotec phu gia",
5547,"hoang quan, bac vinh hai",
5565,tera an hung,
5569,"vinpearl da nang, vinpearl da nang 2",
5570,the park residence,
5572,"dat lanh vinh thai, dat lanh nha trang",
5577,hung vuong plaza,
5583,ngoc tao phuc tho,
5586,bevelry hill ha long,
5590,"landmark 81, the peak midtown phu my hung, bitexco",
5591,van con hoai duc,
5593,"royal park, royal park hue, an van duong",
5594,918,
5595,"phu my hung, the peak",
5599,ba tung mo rong,
5601,"& clinic, novaworld ho tram, the tropicana",
5607,nguyen van vinh,
5612,metropole,
5613,the spring town xuan mai,
5617,"the gold view, bitexco",
5631,vinhome riverside long bien,
5636,vingroup mat tien,
5643,tho loc phuc tho,
5647,"sakura park, phu my hung",
5656,ct10b,
5658,"grand bay town house, grand bay halong",
5660,dai hoc quoc gia,
5661,suoi hiep,
5669,"phu my hung, phu my van phat hung",
5680,tecco dimond,
5683,"nam phu villas, don lap, phu my hung, nam phu",
5686,the garden hills,
5688,"hoa binh, hoa binh green city",
5689,"river gate, river gate quan, rivergate, thienhomes",
5690,"viettin bank, soleil, da nang",
5704,the song vung tau,
5710,quang minh - binh phuoc,
5713,kieu mai,
5719,binh tho,
5725,sungroup,
5728,my khanh 4,
5736,ban happy valley,
5740,golden land,
5748,"lakeside place, infinity",
5754,suoi hiep dien khanh,
5759,an nong 5,
5761,"tam huyet, green city",
5768,western pearl,
5769,069,
5776,thong,
5779,phuoc 3 - 4,
5784,"stc long thanh, golden land",
5785,golseason,
5788,do nghia,
5792,one world regency dien ban,
5794,nui long,
5795,ngan ha van phuc - galaxy,
5799,"vinhomesd, capitale",
5800,the zei my dinh,
5802,"topaz home, prosper",
5803,"vinhomes riverside, casa del rio",
5810,khu biet thu kieu dam,
5813,the link 345 ciputra,
5815,"vin wonders phu quoc, notting hill, shop vin notting hill",
5816,xanh villas,
5818,season avenue,
5823,"the link, the link ciputra, ciputra",
5828,sai dong,
5831,gamuda,
5842,"sunrise city central, sunrise city, sunrise",
5844,rivera park sai gon,
5851,saigon asiana,
5855,"an, sinh thai loc an, wem",
5859,"landmark 81, hung vuong plaza, bitexco",
5870,hamubay,
5871,bach thach,
5873,"hung vuong plaza, hung vuong",
5874,carillon 2,
5884,everrich infinity,
5885,"canal garden house, boulevard shophouse, canal detached villa, song, canal semi detached villa, canal shophouse, venezia beach luxury residences & resort",
5888,"vinpearl safari, phu quoc 2",
5893,nguyen tri phuong,
5909,my dinh pearl moi,
5910,riverside residence,
5916,  khang  ,
5918,mo lao,
5921,tu duong,
5928,"my, my khe, my khe angkora park",
5937,flora novia,
5944,"dong tang long an loc, dong tang long",
5946,royal house,
5951,golden city 6a,
5954,ngan long,
5955,diamond city duc hoa,
5956,marina,
5959,eurowindow,
5961,dien hoa,
5965,building mini,
5977,n09 thanh thai,
5986,hapulico,
5990,"vcn phuoc long 2 nha trang, phuoc long 2",
6001,vinhome green villas,
6004,golden 10,
6005,sceniabay nha trang,
6012,the tresor quan,
6016,song than 3,
6021,"vuon hong, tu son garden city dong ky, tu son garden city, tu son garden city bac ninh",
6024,"novaworld phan thiet, hotline pkd novaworld phan thiet",
6029,my thai - pmh,
6030,fiato premier,
6035,"khu, hoi an elite, nhi trung con thu hoi an",
6046,tien phuoc,
6049,"midtown lo, sakura park, the signature, midtown",
6053,new city,
6054,"sunrise iiib, sai dong",
6059,"hud me linh central, home stay, 2",
6061,caric,
6063,indochina plaza ha noi,
6066,s2 vinhomes ocean park,
6070,"nadyne gardens, ngoc lan",
6071,ho tram complex,
6074,van do,
6078,view phu my hung,
6080,hoa phuong,
6093,thu thiem dragon quan,
6100,6b kien cuong,
6102,"vinhomes west point, keangnam",
6103,vinhomes west point,
6113,"biet phu, de",
6129,sunshine green iconic,
6133,tan quy dong,
6134,regal maison phu yen,
6140,"hoang huy an dong, nha o xa hoi",
6145,m-one,
6151,tay an,
6157,"golden bay 2, golden bay 602",
6158,"novaworld ho tram, shophouse",
6162,an residence kdc thuong,
6165,"an thien ly, thien ly",
6167,vinhomes gardenia ham,
6172,lagoon,
6175,taseco n 03,
6179,"htl seaside, shoptel",
6180,casa del rio,
6181,westgate,
6183,"aqua city dong nai, aqua city novaland, lakeview city",
6186,"the empire, vinhomes ocean park 2",
6189,"novaworld ho tram, the tropicana",
6190,south tower phap van,
6191,vcn phuoc long,
6193,ngoai giao doan,
6196,stown tham luong,
6197,nam cuong hoang quoc viet,
6198,yen hoa,
6213,"shophouse, regal maison phu yen",
6221,"me linh plaza, long viet me linh, long viet",
6235,ocean land 9,
6242,my hanh hoang gia,
6244,huu thanh duc hoa,
6245,dai lo,
6247,an phu an khanh quan,
6258,"nha, compound",
6263,"q7 boulevard, phu my hung quan",
6264,"para grus, paragrus co so",
6266,horizon quan,
6269,melody residences au co,
6273,"an phu - an khanh, ap",
6303,novaland,
6304,novaworld,
6307,"the pega suite 1, the pega suite 2, the pegasuite 2",
6311,phu an nam,
6312,hqc,
6319,vinaconex - cat ba amatina,
6321,cdt,
6349,hong mai,
6354,"xuan non, oto",
6362,loc an,
6364,dong du,
6367,vai reo,
6370,new horizon city,
6380,garden court 2 pmh,
6391,"tecco thinh dan thai nguyen, tecco elite thinh dan",
6393,"kingdom 101, kingdom",
6397,"midtown phu my hung, midtown, penthhuse m, the signature, phu my hung, the grande, the peak, the symphony",
6398,"vinpearl nam hoi an, nam hoi an",
6399,"kingston residence duong, kingston residence",
6400,melody residences,
6401,"vinhomes gardenia, phuong vinhomes gardenia",
6402,"khai hoan paradise, khai hoan",
6414,dinh to,
6415,ngoc dong duong,
6417,sunshine city do dep,
6424,me tri thuong,
6428,dream home,
6435,tin hung,
6436,binh my cu chi,
6438,"mega residence khang dien, mega ruby, khang dien, mega ruby khang dien",
6448,phu xuan cang sai gon,
6449,ha quang,
6451,van quan,
6452,phuoc long a.,
6453,cuu long,
6457,jamona city q,
6461,the cbd,
6470,rivepark,
6471,green home,
6472,"richhome, richhome 2 thuan loi",
6473,tho am,
6475,"habitat binh duong, the habitat binh duong",
6476,"ho tram coastar estate, coastar ho tram villas",
6484,"sai gon - da lat, noi",
6486,"lancaster ha noi, lancaster",
6487,"an phu, estella heights",
6492,"vinhomes ocean park, eurowindow twin parks",
6494,bcons green view,
6497,nam vinh yen,
6499,hei tower,
6504,le grand jardin sai dong,
6511,khai son long bien,
6517,"scenic valley 1, saigon south residences, scenic valley phu my hung, scenic valley",
6518,"sora binh duong, sora gardens, sora gardens binh duong, sora gardens ii",
6521,"sunrise city, sunrise, sunrise city view",
6526,hqv,
6527,"melia ho tram, melia hotel international",
6530,aquarina,
6535,mizuki,
6536,dich vong,
6537,"ecopark, aqua bay",
6541,richstar novaland,
6542,"vinhomes central park, landmark, smart home, landmark 81, bitexco",
6556,"sunshine riverside, sunshine",
6560,melosa garden,
6561,rivera park vu trong phung,
6562,"new galaxy, new galaxy nha trang, an vien",
6563,"new city, vinh quy, an, bien hoa new city",
6568,nam vien,
6570,parcspring,
6573,"starlake h11, starlake",
6577,"safira khang dien, landmar81",
6578,"akari city, flora akari",
6585,golden city 5,
6587,"nam phong ap 3, nam phong",
6590,dragon village quan,
6598,le grand jardin,
6599,tokyu gardens,
6600,saigonland,
6615,"gem sky world, diamond, diamond parkview",
6618,phu my cho lon,
6619,"riva park, diamond island",
6620,"home of the elites, bitexco",
6624,ecohome 3,
6626,"the astro ha long bay, the astro ha long, the astro halong bay",
6628,green pearl,
6630,hoa sua vinhomes riverside,
6632,himlam co linh,
6633,b3xx,
6635,lavilla green city,
6639,"vinpearl land nam hoi an, one world regency",
6641,orchid,
6647,"trung minh, vinhomes riverside, casa del rio",
6648,"saigon mystery villas, sai gon garden riverside villa, villas, saigon garden riverside village",
6655,vinahouse,
6667,lang,
6674,pn-techcons,
6680,dai lam phat residential,
6686,vinhome smart city dai,
6693,"don lap nam thong 2, phu my hung",
6699,"becamex, becamex chon thanh",
6713,"x6, x6 thach ban",
6728,vingrand center,
6731,thanh tung bds vingrandcenter,
6737,"the aston luxury residence, astonista",
6752,lam son,
6758,"idico -, idico tan phu",
6768,"kdtm yen hoa, yen hoa",
6772,hoang huy,
6775,pg,
6786,cotec phu gia phu,
6788,"florita quan, sunrise city",
6792,kingston,
6799,binh long,
6803,ba van,
6810,binh nguyen di an,
6823,chu lai riverside,
6830,"phu my hung quan, my gia",
6837,bid residence,
6838,"savimex, zalo ut hue bdsq, phu my hung, cong thanh",
6843,regal pavillon,
6845,"the sun avenue, thanh my loi",
6846,"mui ne summerland, island, the island",
6853,green bay garden,
6860,"hoa hai son thuy, land",
6861,casamia calm,
6866,"thang long home hung phu, thang long home hiep phuoc, phuoc an",
6869,phu dien,
6872,moonlight dang van bi,
6874,sai gon riverside,
6876,the infiniti quan,
6877,"ho tram complex, ho tram",
6880,regal victoria - villas dao ngoc,
6881,song lap mon bay ha long,
6884,the everrich infinity,
6890,vincity,
6895,"hung phuc, phu my hung, chateau, happy residence",
6898,ct mhdi my dinh,
6899,"phu gia, orchid park, phu xuan",
6900,spendona bac an khanh,
6904,bach khoa,
6906,to ky tower,
6908,an bang,
6909,"stella garden, stellar garden",
6910,dinh hoa,
6918,"dong xoai 1,2",
6926,"scenic valley 1, scenic valley, midtown",
6927,rang dong,
6932,"casa lavanda, diamond bay mui ne, casalavanda",
6944,gia phu,
6945,"landmark 81, saigon pearl 2, sapphire 1, bitexco, saigon pearl",
6950,tam binh,
6959,lai xa kim chung,
6974,"thuong dinh, thuong dinh roiyal",
6981,mipec rubik 360,
6984,hoang huy grand tower,
6992,"luxury alphanam, four point",
6993,iris,
6994,ha do centrosa,
6996,my giang - pmh,
7000,golden bay 602,
7008,"phu my hung, phu my - van phat hung, phu my van phat hung",
7019,resgreen tower,
7034,"the eden city binh duong, the eden city, tai loc",
7044,hausneo,
7048,sun harbor plaza ha long,
7054,"dia oc 3, khang an",
7062,"duong noi, nam cuong, an quy, an quy villas",
7064,tuan dien phat 1,
7065,"golden bay, golden bay 602",
7067,"phu xuan cang sai gon, phu xuan",
7071,mega garden,
7075,"park view, park view apartment, iris tower dien, iris tower, park view thuan an",
7087,tl2,
7090,an suong,
7099,nam do - pmh,
7113,vinhomes gardenia ham nghi,
7116,ssgd,
7117,viet hai real estate,
7120,him lam quan,
7125,"jamila, jamila khang dien",
7126,"vista verde, vista verde thanh my",
7127,kim ngan an gia,
7131,"kim ngan an gia, mekong",
7134,"tan tuc, westgate",
7137,westgate park,
7141,babylon,
7146,idico,
7147,sunrise city central,
7150,"west gate, westgate",
7153,west lakes golf,
7158,"van phuc city, imesco",
7160,toa dragon 1,
7165,kim giang dt,
7171,ba,
7173,tay ho,
7175,"vinhomes ocean park, the pavilion premium, p3, the pavilion",
7177,"vinhomes ocean park, the zenpark",
7185,takara hoa binh resort,
7186,sun sam son,
7189,cang,
7191,"ciputra, ciputra ha noi, sunshine golden river",
7195,v. v,
7196,"gelexia riverside quan, gelexia riverside",
7202,"feliz en vista, feliz en visa",
7206,chelsea residences cdt,
7207,"midtown phu my hung m7, midtown phu my hung, phu my hung, south residences, midtown the symphony, the symphony",
7212,"vinhomes the empire, vinhomes 2 hung yen",
7218,hon ro 1,
7239,hung dinh city,
7240,le trong,
7253,"thanh ha cienco 5, thanh ha muong thanh",
7256,"phu my hung, xoay my thuy",
7262,gemek 1,
7265,cu xa phuc hai,
7270,villa park,
7271,"metropole galleria, thu thiem",
7273,"eurowindw river park, eurowindow river park",
7281,"masteri, masteri thao dien",
7289,sunshine ciputra,
7290,vincom shophouse vinh,
7293,"hong thai garden, an loi dong",
7295,hoa dao,
7300,diamond blue - viet nhan,
7308,"an khanh, yen lung an khanh",
7310,estella heights,
7314,the manor 1,
7319,than thien,
7320,kieu ky,
7345,trung yen,
7363,ct4 vcn phuoc hai -,
7364,"homeland, lakeside, bau tram lien chieu",
7366,sunshine center,
7367,"the suite, aqua city",
7368,"happy land, happy land dong anh",
7369,"vinaconex, kalong riverside city",
7370,cat lai invesco,
7374,kdt thanh ha cienco 5,
7377,"5, an nong 5",
7379,the global city,
7380,happy valley,
7387,times tower,
7391,laluna,
7399,"the aston luxury, the aston",
7403,"nha trang luxury apartment, the aston",
7406,yen bai riverside,
7409,an gia star binh tan .,
7410,"nam an khanh, nam an khanh hoai duc",
7412,vimeco nguyen chanh,
7414,binh chieu 2,
7418,ha huong,
7420,"thang long central city, thang long luxury",
7421,"12 promax, vinhome grand park",
7426,"the ascentia, the ascentia phu my hung",
7429,"phu my hung, the peak - midtown phu my hung, ban sky villas the peak midtown phu my hung",
7435,dragon pearl duc hoa,
7439,diamond residence,
7441,"ha tay millennium, hatay millennium",
7445,pnr estella,
7451,feliz en vista,
7453,"phu my hung, saigon south",
7454,my dinh plaza 2,
7460,saigon mystery villas,
7466,castia palm,
7468,one river,
7470,"the capella, my gia nha trang",
7471,"gia long real estate investment jsc, gs, gia long riverside",
7473,"vinhomes riverside, garden view, resort, lake view",
7474,dong green home,
7499,the royal da nang,
7500,chau thoi,
7501,sun onsen beauty thanh hoa,
7511,cong thanh,
7517,hoang anh an tien,
7520,"phu my hung, amelie villa, amelie villa phu my hung",
7525,sudico,
7527,"phu my hung, amelie",
7530,vinhomes golden river ba son,
7531,ricca,
7534,hoi dua,
7537,"jamonahomeresort.nhaoi.com, gia jamona home resort, jamona home resort",
7541,golden palace,
7551,"ha long, halong marina",
7554,"dong tang long truong thanh, dong tang long",
7555,"masteri thao dien 1, masteri thao dien",
7558,sala,
7562,"thang long city, flc",
7564,"phu xuan van phat hung, van phat hung",
7568,"vinhomes grand park quan, the rainbow",
7574,"phu my hung, green view",
7575,richstar cdt novaland,
7577,"lavila, lavila phuoc kien nha be",
7580,ha noi center point,
7588,"long cang residence, lotus riverside",
7598,"dat gia, dat gia garden",
7599,"1, an suong",
7603,dat gia garden,
7606,"nam tuan chau, cang nam tuan chau",
7613,nine south,
7614,indochina riverside towers,
7617,"hoang anh 3, new sai gon",
7622,"city hotel, lynn times phu yen",
7624,"gs metro, thanh nhut",
7627,"west gate, westgate park",
7628,"diamond alnata, emerald celadon city",
7629,rivera park ha noi,
7630,"penthouse duplex, duplex, sapphire palace",
7632,"jamona golden silk, jamona heights",
7645,"viet duc complex, logia 1, logia 2",
7657,goldseson,
7661,goldseason,
7663,"bikinishow, shophouse",
7664,le pont dor,
7667,c22 bo cong an,
7669,"phu my hung, grand view b",
7670,phu nhuan 1,
7674,vinhomes royal city,
7676,officetel rivergate,
7677,long son,
7678,starlake tay ho tay,
7680,"saigon pearl, opal tower@saigon pearl, opal tower saigon pearl",
7681,east gate,
7682,the rainbow,
7683,"vinhomes grand park, boutique villa",
7685,"origami, the origami, rainbow",
7686,vinhomes gran park,
7692,"century park, century garden, century city, century center",
